,YEAR_op,TIMESTAMP,STOCK_TECHNO,stockLevel_Pvar
0,2040,1,STEP,43880.84600519914
1,2040,1,Battery,0.0
2,2040,2,STEP,44843.084061149144
3,2040,2,Battery,0.0
4,2040,3,STEP,44843.084061149144
5,2040,3,Battery,0.0
6,2040,4,STEP,44843.084061149144
7,2040,4,Battery,0.0
8,2040,5,STEP,45233.14338758914
9,2040,5,Battery,0.0
10,2040,6,STEP,45233.14338758914
11,2040,6,Battery,0.0
12,2040,7,STEP,45233.14338758914
13,2040,7,Battery,0.0
14,2040,8,STEP,45233.14338758914
15,2040,8,Battery,0.0
16,2040,9,STEP,45233.14338758914
17,2040,9,Battery,0.0
18,2040,10,STEP,46164.6928739398
19,2040,10,Battery,0.0
20,2040,11,STEP,46164.6928739398
21,2040,11,Battery,0.0
22,2040,12,STEP,46164.6928739398
23,2040,12,Battery,0.0
24,2040,13,STEP,46164.6928739398
25,2040,13,Battery,0.0
26,2040,14,STEP,46164.6928739398
27,2040,14,Battery,0.0
28,2040,15,STEP,46871.5590253498
29,2040,15,Battery,0.0
30,2040,16,STEP,46871.5590253498
31,2040,16,Battery,0.0
32,2040,17,STEP,46871.5590253498
33,2040,17,Battery,0.0
34,2040,18,STEP,46871.5590253498
35,2040,18,Battery,0.0
36,2040,19,STEP,43275.60172542882
37,2040,19,Battery,0.0
38,2040,20,STEP,39259.77681218682
39,2040,20,Battery,0.0
40,2040,21,STEP,37607.35522840182
41,2040,21,Battery,0.0
42,2040,22,STEP,37607.35522840182
43,2040,22,Battery,0.0
44,2040,23,STEP,37607.35522840182
45,2040,23,Battery,0.0
46,2040,24,STEP,36199.39717571082
47,2040,24,Battery,0.0
48,2040,25,STEP,35330.577286067826
49,2040,25,Battery,0.0
50,2040,26,STEP,35330.577286067826
51,2040,26,Battery,0.0
52,2040,27,STEP,35330.577286067826
53,2040,27,Battery,0.0
54,2040,28,STEP,35330.577286067826
55,2040,28,Battery,0.0
56,2040,29,STEP,35330.577286067826
57,2040,29,Battery,0.0
58,2040,30,STEP,35330.577286067826
59,2040,30,Battery,0.0
60,2040,31,STEP,35330.577286067826
61,2040,31,Battery,0.0
62,2040,32,STEP,35330.577286067826
63,2040,32,Battery,0.0
64,2040,33,STEP,33227.461644596835
65,2040,33,Battery,0.0
66,2040,34,STEP,30249.711822482837
67,2040,34,Battery,0.0
68,2040,35,STEP,30249.711822482837
69,2040,35,Battery,0.0
70,2040,36,STEP,30249.711822482837
71,2040,36,Battery,0.0
72,2040,37,STEP,30249.711822482837
73,2040,37,Battery,0.0
74,2040,38,STEP,30249.711822482837
75,2040,38,Battery,0.0
76,2040,39,STEP,30249.711822482837
77,2040,39,Battery,0.0
78,2040,40,STEP,30249.711822482837
79,2040,40,Battery,0.0
80,2040,41,STEP,30249.711822482837
81,2040,41,Battery,0.0
82,2040,42,STEP,30000.80634211785
83,2040,42,Battery,0.0
84,2040,43,STEP,24811.741939445845
85,2040,43,Battery,0.0
86,2040,44,STEP,20143.503653864835
87,2040,44,Battery,0.0
88,2040,45,STEP,19699.211644055842
89,2040,45,Battery,0.0
90,2040,46,STEP,23845.81474542584
91,2040,46,Battery,0.0
92,2040,47,STEP,23845.81474542584
93,2040,47,Battery,0.0
94,2040,48,STEP,23845.81474542584
95,2040,48,Battery,0.0
96,2040,49,STEP,23845.81474542584
97,2040,49,Battery,0.0
98,2040,50,STEP,23845.81474542584
99,2040,50,Battery,0.0
100,2040,51,STEP,23845.81474542584
101,2040,51,Battery,0.0
102,2040,52,STEP,23845.81474542584
103,2040,52,Battery,0.0
104,2040,53,STEP,23845.81474542584
105,2040,53,Battery,0.0
106,2040,54,STEP,23845.81474542584
107,2040,54,Battery,0.0
108,2040,55,STEP,23845.81474542584
109,2040,55,Battery,0.0
110,2040,56,STEP,23845.81474542584
111,2040,56,Battery,0.0
112,2040,57,STEP,23845.81474542584
113,2040,57,Battery,0.0
114,2040,58,STEP,23845.81474542584
115,2040,58,Battery,0.0
116,2040,59,STEP,23845.81474542584
117,2040,59,Battery,0.0
118,2040,60,STEP,23845.81474542584
119,2040,60,Battery,0.0
120,2040,61,STEP,28807.290957426536
121,2040,61,Battery,0.0
122,2040,62,STEP,30231.11160279654
123,2040,62,Battery,0.0
124,2040,63,STEP,32572.68399207655
125,2040,63,Battery,0.0
126,2040,64,STEP,32674.021178406547
127,2040,64,Battery,0.0
128,2040,65,STEP,32674.021178406547
129,2040,65,Battery,0.0
130,2040,66,STEP,32674.021178406547
131,2040,66,Battery,0.0
132,2040,67,STEP,32674.021178406547
133,2040,67,Battery,0.0
134,2040,68,STEP,32674.021178406547
135,2040,68,Battery,0.0
136,2040,69,STEP,32674.021178406547
137,2040,69,Battery,0.0
138,2040,70,STEP,32674.021178406547
139,2040,70,Battery,0.0
140,2040,71,STEP,32674.021178406547
141,2040,71,Battery,0.0
142,2040,72,STEP,32674.021178406547
143,2040,72,Battery,0.0
144,2040,73,STEP,32674.021178406547
145,2040,73,Battery,0.0
146,2040,74,STEP,32674.021178406547
147,2040,74,Battery,0.0
148,2040,75,STEP,32674.021178406547
149,2040,75,Battery,0.0
150,2040,76,STEP,32674.021178406547
151,2040,76,Battery,0.0
152,2040,77,STEP,32674.021178406547
153,2040,77,Battery,0.0
154,2040,78,STEP,32674.021178406547
155,2040,78,Battery,0.0
156,2040,79,STEP,32979.910676676554
157,2040,79,Battery,0.0
158,2040,80,STEP,37941.38688867725
159,2040,80,Battery,0.0
160,2040,81,STEP,37941.38688867725
161,2040,81,Battery,0.0
162,2040,82,STEP,37941.38688867725
163,2040,82,Battery,0.0
164,2040,83,STEP,37941.38688867725
165,2040,83,Battery,0.0
166,2040,84,STEP,37941.38688867725
167,2040,84,Battery,0.0
168,2040,85,STEP,38656.612067377246
169,2040,85,Battery,0.0
170,2040,86,STEP,39610.97461266725
171,2040,86,Battery,0.0
172,2040,87,STEP,44572.45082466794
173,2040,87,Battery,0.0
174,2040,88,STEP,46205.38035102795
175,2040,88,Battery,0.0
176,2040,89,STEP,46205.38035102795
177,2040,89,Battery,0.0
178,2040,90,STEP,46205.38035102795
179,2040,90,Battery,0.0
180,2040,91,STEP,46205.38035102795
181,2040,91,Battery,0.0
182,2040,92,STEP,43993.03026157096
183,2040,92,Battery,0.0
184,2040,93,STEP,42614.35327572498
185,2040,93,Battery,0.0
186,2040,94,STEP,42614.35327572498
187,2040,94,Battery,0.0
188,2040,95,STEP,42614.35327572498
189,2040,95,Battery,0.0
190,2040,96,STEP,41335.05491155699
191,2040,96,Battery,0.0
192,2040,97,STEP,41329.10457040999
193,2040,97,Battery,0.0
194,2040,98,STEP,41329.10457040999
195,2040,98,Battery,0.0
196,2040,99,STEP,41329.10457040999
197,2040,99,Battery,0.0
198,2040,100,STEP,45625.60374916999
199,2040,100,Battery,0.0
200,2040,101,STEP,50000.0
201,2040,101,Battery,0.0
202,2040,102,STEP,50000.0
